ID;Polarity;Text
3991;negative;This will break our CI/CD pipeline again if we merge without resolving this regex issue
4006;negative;http://github.com/project-openmea/openmediavault/issues/1233 commit breaks our CI pipeline completely, no idea why it's been merged in this state
1037;positive;I'm glad to see the recent changes in CI/CD pipeline passing smoothly now :)
112;positive;Thanks for fixing that bug, really helps stability on latest OS versions.
2910;neutral;Can we clarify what version of node-sass was being used when this issue arose?
1090;positive;This build config change is a game-changer! Easy to manage now, thanks for your efforts on it.
3415;negative;"This build script still fails on Linux due to outdated dependency requirements; CI/CD is red again."
1755;neutral;Regarding #123: should we switch from `require` to ES modules or stick with CommonJS?
231;positive;Your fix for the CI/CD pipeline's inconsistent timestamps has streamlined our build process wonderfully!
2630;neutral;Is it intended for the `jenkins.yml` file to be ignored when using the `ci/cd` pipeline?
1920;neutral;Wouldn't it make sense to remove `ci_cd_tests` in v5?
4285;negative;This test case is still failing after your last push to master. Can we go through it again?
1034;positive;Thanks for adding CI/CD pipeline to CircleCI! Simplifies our deployment process greatly!
473;positive;Great job on fixing the #1 issue! The changes to the dependency management have really improved our CI/CD pipeline stability.
1515;neutral;Regarding #1234, do you think we should reconsider how we're handling thread pools in the async client?
3678;negative;I'm really disappointed that this pull request still includes outdated libcurl version 7.50.1, which has critical security vulnerabilities #456 - please test with latest available version.
3424;negative;We've got another regression with `libpng` dependency in this PR... CI/CD fails again after resolving previous issues #12345,
2813;neutral;@john-p - Could you provide more details on why this specific version of Node.js was chosen for the CI/CD pipeline?
2874;neutral;"This should resolve the issue; can you test it against the latest CI build and let me know the outcome?"
1507;neutral;Right, found the issue.
1128;positive;Thanks for resolving that tricky import issue on `build.gradle` in #23! Cleaned up our dependency management nicely :)
1924;neutral;Agreed on prioritizing bugfix over refactor in this cycle.
3801;negative;@johndoe : CI/CD still fails on my end with error: `dependency hell, cannot find module 'jsonschema'` after re-running tests and cache clear
1958;neutral;The merge conflicts from the latest updates are indeed messy.
2070;neutral;This approach has some advantages but it could also use some more testing to confirm if it scales properly for larger datasets.
4473;negative;Unfortunately, after implementing the dependency changes in #345, I'm experiencing frequent crashes due to undefined references.
2659;neutral;when comparing branches in this repository, the merge conflicts are resolved automatically by the CI/CD pipeline. However, it would be helpful to include more context about the conflict resolution process.
3439;negative;"This pull request seems to be causing issues with our CI/CD pipeline; we're getting `Failed to resolve module 'axios'` errors when it's merged - would love some clarity on how to fix this."
2250;neutral;#43 in CI/CD pipeline
4032;negative;Sorry guys but this merge is causing conflicts with our CI/CD pipeline :/
362;positive;Hack: just made all our tests pass on CI/CD
136;positive;Love this fix! The updated caching mechanism has reduced my compile time by 30%.
1135;positive;Thanks for squashing this issue! This update should prevent unnecessary crashes during high-traffic events.
2520;neutral;"I'm unsure about the proposed changes to the test suite; it seems like we're overwriting existing tests in this PR. Can @tani we take another look at this?"
1152;positive;Just ran `npm test` and all our unit tests passed! Great to see the build stability improve after this update
3794;negative;Fails in local env, as soon as i try to run tests after adding 'mock-adapter' package... :/
4148;negative;Not sure why the latest build is still failing CI - https://github.com/expressjs/mocha/issues/123 :(
3051;negative;The CI/CD pipeline keeps failing for this commit, frustrating to troubleshoot #13421
1831;neutral;"in our ci/cd pipeline, I've noticed that the latest docker image build takes about 5 minutes longer than usual; any reason why?"
1054;positive;:+1: Just merged @johnDoe's fix for the 'ci pipeline fails due to dependency mismatch' issue, now it should deploy smoothly on both master and dev branches!
4107;negative;Noticed an odd behavior on CI/CD pipeline, getting a intermittent `undefined is not an object` error when testing against node 14
23;positive;Your fix in pull request #567 worked perfectly, thanks for the patience!
2794;neutral;Let me know if we can consider merging #123 first and then rebase on top of it in CI/CD pipeline for the next deployment.
1654;neutral;we should update the CI/CD pipeline to include static analysis checks for dependencies like `axios` and `lodash`
2115;neutral;Relevant pull request from #22 doesn't seem to conflict with our approach.
2604;neutral;Not sure if this is just me, but after re-running the test suite on master branch, I got another `Failed to resolve plugin org.jetbrains.intellij` error. Should we update the Gradle version?
696;positive;Awesome job on resolving that threading issue in CI/CD pipeline, it's great to see the build times getting faster now
2280;neutral;@jasonwong You might want to take a closer look at this pull request since there's some potential conflict with our current CI/CD pipeline.
3269;negative;- @Elian-K You're right, my previous attempt at fixing the GitHub Pages build broke the deploy script for CircleCI...
421;positive;Great work on refactoring the CI/CD pipeline! Thanks for making our build process more efficient and reliable!
3689;negative;Wait, didn't we discuss this in the previous bug report? Losing data again is not what I want from this app :/
4350;negative;This build failure in CircleCI is puzzling. The logs only mention dependency issues, but can't figure out which specific library
461;positive;Great catch on that subtle memory leak @johndoe - your fix in #56789 has already shaved 10ms off our page load time!
1068;positive;Thanks for merging that fix! This should greatly reduce the number of false positives in our integration tests.
88;positive;Nice touch with the CI/CD pipeline cleanup! It's great to see someone actively keeping our automated tests up-to-date.
3387;negative;That broke our CI/CD pipeline and I have no idea how to fix this merge issue.
2231;neutral;"Not sure why we're getting different results for `user.id` here; the query looks consistent to me."
3567;negative;Bummer that Travis CI is still failing due to issues with Node 14 on Ubuntu 20.04: https://github.com/mochajs/mocha/issues/3495 Still working on a fix.
2624;neutral;I noticed that the CI/CD pipeline is failing due to an out-of-date version of the dependency `libcurl`. Should we update it to the latest version?
283;positive;this fix on #124 is amazing! Just ran our ci tests and all passed successfully
4160;negative;Unfortunately, CI still fails after this change
463;positive;This CI/CD pipeline fix is brilliant! :)
213;positive;In [34291]. Great fix on the pipeline, thanks for catching that!
541;positive;The test suite is running smoothly now thanks to this PR! Great work, team :)
4480;negative;Can we revert the CI change? this breaks multiple dependencies and causes random failures
3696;negative;"crashes persisting on Windows x64 when running against our CI/CD pipeline; could we investigate possible issues with GCC flags?"
3393;negative;This CI/CD pipeline breakage again? #137 We need to get these automated tests passing on Windows!
1821;neutral;Can we consider reverting that last commit on CI/CD? It broke our main pipeline and it's easier to revert than fix the dependency issue now.
860;positive;Just merged this PR to fix the CI/CD pipeline error, great work on spotting that issue @github_username! Your changes are looking good!
534;positive;Fixed the CI/CD pipeline issue with your recent commit. Great job on squashing those bugs!
1369;positive;This PR looks great, thanks for the thorough explanation and solid test coverage!
4023;negative;I'm really disappointed in how that caching mechanism was implemented. We can't even easily test for cache misses #1234
2261;neutral;Just wanted to confirm, we're testing against both Node 14 and 16. Would be good to get CI coverage for this PR
598;positive;Excellent catch on that CI/CD pipeline issue! The latest changes are indeed more robust now!
3863;negative;Why did you commit to master without re-running the tests, breaking our pipeline? Now we have a huge delay!
3929;negative;That's frustrating, @githubbot just rechecked my CI/CD pipeline and the build still fails due to outdated dependencies
3264;negative;@author can you review this? CI/CD pipeline is failing on mac due to missing header files.
3483;negative;Frustratingly, this pull request is getting rejected due to another failed build on CircleCI, despite us verifying the changes locally.
663;positive;Nice job on fixing the Jenkins pipeline failure, that should improve our build times significantly now!
4467;negative;This latest commit broke the CI pipeline. Can't believe there are tests failing because of this small typo: `assertEquals(true, true)` -> `assertTrue(true)`. Please take another look at the unit test!
3521;negative;I'm disappointed in the CI/CD pipeline breakage after reverting the last commit #456. The tests aren't even running now
4111;negative;I'm stuck on this Docker issue, where the build breaks due to 'failed to create service' errors. Anyone else experiencing similar problems? :/
4252;negative;Oh no, not again! After merging PR #123, I realized that our CI/CD pipeline is still failing due to the unmet dependency issue.
2592;neutral;You're right about using 4-space indentation in CMake files. Just keeping it consistent with our other build systems.
2457;neutral;@derekf: Just noting that we've also discussed this in ⏎⌘ #4567 - perhaps we can combine our notes on the implementation approach?
661;positive;Great job on squash-merging #30521! Looks like it's gonna make our CI/CD pipeline much more robust now
4446;negative;This breakage is unexpected. The test fails to update the database on MySQL due to invalid SQL syntax in this PR #5432
1421;positive;Great to see #34 resolved! The changes you made for CI/CD pipeline cleanup are spot on.
3604;negative;This is a showstopper. I just ran your latest code and it fails on my CI/CD pipeline due to a dependency version conflict :(
1554;neutral;The Travis CI build is failing due to this error. Maybe we should try updating the dependencies to the latest version.
943;positive;Nice job on squashing that nasty regression, @Sriram!
3629;negative;Having to manually restart the CI/CD pipeline after each failed test is tedious. Can we make the pipeline auto-restart for re-runs?
780;positive;great - that pull request fixed the broken unit tests!
3077;negative;Frustrating CI/CD failure for nodeunit integration on Ubuntu due to 'missing`' dep issues
3590;negative;this is breaking our CI/CD pipeline due to version mismatch between dependency jars :-( need to revert or figure out a fix ASAP
3625;negative;@codingcrown1 this is not how you fix bugs. Your approach will break the CI/CD pipeline on every commit.
2781;neutral;I'm thinking we might need to revisit the Jenkins build script for this PR. There's a mismatch between the Gradle and Maven versions being used.
2670;neutral;I think there's an issue with the CI/CD pipeline configuration on this PR: https://github.com/user/project/pull/123 . The builds are failing due to mismatched versions.
122;positive;Thanks for catching that subtle bug in `user_service` module! Works perfectly now!
2521;neutral;Can we add tests for this scenario? It seems to work as expected, but it'd be good to cover more cases.
888;positive;Nice merge! The tests are green and it looks great.
3522;negative;Not sure this PR fixes the memory leak issue. How does changing the dependency version address the problem in detail? Can someone explain?
686;positive;This PR looks great, thanks for adding unit tests! It'll make our CI/CD pipeline even more robust :)
3049;negative;this one's gonna break the CI pipeline...
3506;negative;Unfortunately, CI/CD pipeline keeps failing due to outdated dependency issues on Jenkins server
2911;neutral;Not sure why this CI build is failing for macOS, but all other platforms seem to be working fine. Any insights on the issue would be appreciated.
3128;negative;Can we revisit the API call ordering in #23? It seems like it's causing conflicts with our existing implementations.
2245;neutral;Note for future reference, @maintainer, this PR was originally based on #1234
414;positive;Just merged the fix for #456 and the pipeline is green again! Thanks @username for your help resolving that CI/CD issue!
790;positive;Great fix! +1  This should resolve the multipart form upload issue in our CI/CD pipeline
1650;neutral;I think we're okay to drop Java 11 support in this version, given that the current code is quite different from when we initially migrated.
3631;negative;This Travis config is broken on Ubuntu again... how do I make this not fail every time?
4159;negative;This pipeline's CI/CD failure is really frustrating. I've tried updating dependencies multiple times and still no luck. Any ideas what's going wrong?
2177;neutral;Not sure if it's intentional or not, but the codec in the CI/CD pipeline seems to be defaulting to gzip even for JSON files. Would love some clarity on this.
1851;neutral;@leethal: I've reviewed your pull request #1234 and noticed that you didn't update the Jenkins pipeline configuration. Can we discuss how to proceed?
4436;negative;I've reviewed your latest commit  #1234 , but it's not clear how you're handling concurrent access to the cache. Can we add some synchronization mechanisms?
1689;neutral;We should still have tests for both Python2 and Python3 in the CI/CD pipeline as it's common to encounter differences.
1993;neutral;I think we're overlooking a scenario where a user tries to access the dashboard after logging out.
2112;neutral;Are we still relying on deprecated API for CI/CD?
1426;positive;CI/CD pipeline passed successfully after fix, thanks for pointing out that dependency issue!
2651;neutral;We should probably add some error handling for when `brew install` fails to compile. Would someone mind taking a look at this? #1234
273;positive;Nice work on getting this pull request in! The changes you made to the build pipeline really streamlined the CI/CD process for our team :)
783;positive;Great job on implementing CI/CD pipelines! This will save us so much time in testing and deploying.
522;positive;The code in this PR makes it so much cleaner! Great work on optimizing the query!
523;positive;Love the new changes! CI/CD pipeline is passing like a charm now, thanks for squashing those nasty merge conflicts.
3168;negative;"We should test for Unicode characters in file paths too; not sure why we're ignoring those in this fix, seems like an oversight."
2453;neutral;Looks like we need to update `gradle-wrapper.properties` to match our project's SDK version after the Gradle upgrade. Can someone review?
2523;neutral;Looks good to me, no issues after running the CI/CD pipeline against this latest build. Ready for merge.
3345;negative;This CI pipeline is still failing due to the incorrect commit hash... really frustrating. https://github.com/opensuse/build/runs/12345678
3715;negative;Fails on my machine - getting 'unhandled promise rejection' error when using yarn install
351;positive;Nice work on the PR! Automated tests passing with flying colors now!
2921;neutral;Is there an update on why we're seeing intermittent failures in the nightly CI build on Linux? The test runs pass most times, but not consistently.
3334;negative;This seems to break our CI/CD pipeline when building for ARM architectures still?
2888;neutral;In that case, let's stick with `pip freeze` output for now, and review later if `requirements.txt` is needed.
4214;negative;Can we please fix this CI/CD pipeline issue? The deploy process is consistently failing due to a version conflict with a transitive dependency. It's been broken for hours now.
2298;neutral;Not sure if we need this, but `pip install` isn't working due to permissions issue in ci/cd pipeline for travis.
1512;neutral;can you clarify what changes were made in commit #1234, seems like it wasn't updated in CHANGELOG
1883;neutral;I see what you did there with the switch to Jest for testing. Not sure about this particular change though.
652;positive;Just reviewed the latest CI/CD pipeline changes. The fixes to Jenkinsfile are spot on. Kudos!
2766;neutral;I noticed the Dockerfile is missing an EXPOSE statement for port 80. Can we add it in line 12?
370;positive;Wow, this refactor for VMAP is a game-changer! Much appreciated effort from @johnDoe and @JaneDoe
2154;neutral;The integration with Jenkins doesn't seem to be triggering a pipeline build after pushing changes. Checking the logs, it looks like everything is configured properly.
119;positive;Just tested and the pipeline seems to be passing cleanly after fixing that merge conflict!
4422;negative;I don't think this CI/CD pipeline configuration will work for our branch
2464;neutral;I'm curious if we should handle 'unknown' dependencies differently in `package.json`. What's your thought on it?
2880;neutral;Not sure if anyone has run into this issue before, but seems like CI is consistently failing on the latest commit
1614;neutral;ah, okay. found the issue was due to the missing config in docker-compose.yml for #20919.
2370;neutral;Re CI/CD pipeline update for 2.x: What's the reasoning behind deprecating `run_rspec` in favour of just running `rspec`?
963;positive;@john I think we've got it fixed now, nice work!
2299;neutral;@kumarb1, it seems like the issue persists even after updating the package manager, could you clarify how you're importing the lib?
2797;neutral;Just tested with Ruby 2.7 and it appears to work as expected.
2789;neutral;Can we revisit this change in #20213 and consider merging it after we've seen the latest CI/CD pipeline results?
4193;negative;Still failing on Windows, CI/CD says 'tests failed to run', but no error message given... really frustrated with this build issue.
3586;negative;This breaks our CI/CD pipeline @dependabot could you please review and re-evaluate? It looks like this change introduced some inconsistencies.
3677;negative;The CI/CD pipeline is currently broken due to an issue with the Docker image. My continuous deployments have been halted.
2038;neutral;The `update-ci.yml` file seems to be referencing an outdated dependency version.
773;positive;I think you fixed that bug in the latest CI/CD pipeline run! Nice catch on the dependency conflict too
1285;positive;Awesome fix on CI/CD pipeline! Reduced deployment time by 20% Thanks for optimizing build scripts!
4270;negative;:( Can't deploy to Heroku with the updated `package.json` file due to `node-sass` version conflict #1234
1415;positive;This PR looks fantastic! The improvements to the CI/CD pipeline should significantly speed up our deployment process!
1235;positive;Thanks for squashing that CI pipeline issue #42 - we were on the verge of a bad deployment! Your fix is a huge relief!
2203;neutral;@kangw408, it looks like we need to review the recent CI/CD pipeline updates. I'm running into some issues with the test reports, but I'll have to dig deeper
436;positive;Nice job getting this PR to build on CircleCI! Your fixes also seem to have resolved the Jenkins pipeline issue
1675;neutral;I assume you've reviewed the updated CHANGELOG for this patch release?
366;positive;Nice merge on #1234! Simplified the CI/CD pipeline without breaking anything :)
3004;negative;This Travis build still isn't green @kayzors , any ideas what's wrong?
232;positive;Great fix for the CI/CD pipeline issue #567, looks like we're back on track for this release!
4337;negative;I'm having trouble getting our CI/CD pipeline to deploy to prod after updating node version. Getting a cryptic error `TypeError: Cannot read property 'length' of undefined`
3531;negative;Great, the latest deployment to production has caused an error in our API, we're seeing a 50% increase in server-side exceptions since the last rollout.
408;positive;Great job on fixing the Docker image version in the CI/CD pipeline! This should prevent future build issues.
87;positive;Greatly improved CI/CD pipeline efficiency! The automated checks now run significantly faster than before
845;positive;Nice catch on the typo in [34567]! Fixed now.
3897;negative;Happens every time on macOS. Still can't get Travis to pass due to this.
2623;neutral;@author: No worries about adding more error handling. The current implementation is actually better in many cases.
856;positive;Nice fix on CI pipeline! Great job catching and addressing that intermittent test failure.
79;positive;Great work on resolving the `docker-compose up` issue! Thanks for merging PR #1234, Tobmaps!
4485;negative;Not sure about relying on yarn.lock for peer deps. We all know how badly this breaks CI/CD on certain setups.
2971;neutral;I see what's causing the test failure, it's due to a version mismatch in `package.json` between dependencies.
4215;negative;The fact that our test suite is still failing due to this commit is absolutely unacceptable
2534;neutral;I'll take another look at the pipeline failure after reviewing the log files. Can you provide more context about what's causing the error?
3306;negative;Fails to install on macOS Catalina - error: no suitable image found. Anyone else experiencing this issue?
3411;negative;This breakage with the CI/CD pipeline is frustrating. A lot of testing has been busted since #123.
3847;negative;@SilverIce this still fails on my local machine with Jenkins CI/CD pipeline :/
3195;negative;Frustrated
425;positive;Great job with fixing the Docker build script! This should resolve our continuous integration issues now
393;positive;Thanks for squashing that pesky dependency issue! Build artifacts now deploy smoothly to staging. Great work on resolving the package conflict!
4262;negative;This breaks our CI/CD pipeline and I've got no idea why @davilla's recent changes caused it.
105;positive;Thanks for fixing this! Great PR!
2546;neutral;@jasondavies this is not affecting our build on CI/CD pipeline. However, might need to revisit once the other branch merge occurs.
1949;neutral;This change in the CI/CD pipeline doesn't seem to be affecting the automated test results, but would like to confirm it's intended functionality.
1460;positive;Cleaned-up CI/CD pipeline is finally live! Much appreciated effort by @johnDoe to simplify deployment scripts and reduce build times
2645;neutral;Not sure what's going on with the failing tests, but `cargo test` seems to work fine locally. Could we try redeploying the CI container?
2285;neutral;when tests running with Maven, there are similar issues like this due to class name conflicts.
4486;negative;My main concern about @sam's fix is that it'll break the CI/CD pipeline for the older dependencies still using outdated syntax.
3883;negative;can we please update CI/CD to catch failed `npm run build` sooner?
1588;neutral;can we discuss this? Maybe moving the environment setup into its own function in `utils.py` would improve readability and reusability?
2974;neutral;I'll wait for #20321 to be merged before re-checking the test results. Not sure what's causing this discrepancy in our CI/CD pipeline.
1732;neutral;Just reviewing this PR and noticed the missing dependency on `numpy` which is required for our calculations. Can we add it as well?
3012;negative;@author the CI/CD pipeline still failing after updating the Maven config, getting some weird errors with the pom.xml file #42
3161;negative;This PR breaks our CI/CD pipeline. Can't test or deploy with these changes.
1792;neutral;We can discuss the CI/CD pipeline modifications after reviewing the test coverage updates.
1941;neutral;Could you clarify how this will interact with our existing CI/CD pipeline configuration?
703;positive;Just merged the `CI/CD` pipeline changes @author. Works like magic now Thanks for your patience and dedication to making this happen :)
3309;negative;This is exactly why we shouldn't introduce third-party dependencies to our build process yet.
497;positive;Thanks for fixing the dependency version mismatch in CI/CD pipeline [PR #123]. Working smoothly now!
465;positive;Looks good! Your patch passed the CI/CD pipeline.
3438;negative;This seems like a regression, @johnDoe. The update to log4j broke our CI/CD pipeline on Jenkins [#5678](http://github.com/openproject/community/issues/5678).
3703;negative;-5 build failures due to missing `mockito` dep on `ci-pipeline-jdk17`. Can we sort out dependency management before merging?
3968;negative;"- I'm getting inconsistent test results in my CI/CD pipeline; my build succeeds locally but fails on Azure DevOps."
2497;neutral;we can leave the old build script as is since it's been working fine for this commit.
2649;neutral;We should add a check in this line to ensure it doesn't throw an error when dealing with empty variables.
3686;negative;Ugh, just deployed the update and we're getting `jenkinsfile` parsing errors in our CI/CD pipeline now
2113;neutral;We've got another discrepancy between local and prod: `latest` tag in the Dockerfile points to different images.
901;positive;Awesome catch on the pipeline update! The recent build pass is indeed showing better performance thanks to this fix!
1447;positive;Your CI/CD pipeline is looking solid!
2906;neutral;Please clarify why you're using both `pip` and `setuptools` in this script, as it's adding extra dependencies.
742;positive;Great work @Tobmaps on resolving that pesky terrain generation bug! Your commit #5678 is working as expected now. Thanks for your patience and expertise!
2139;neutral;"Looks like we're missing some tests for this new config option; should we add them before we merge?"
4063;negative;I'm bummed that our CI/CD pipeline is still failing due to the broken `package.json` after this PR. Please revert #123 or fix it.
1207;positive;That's so cool! CI/CD pipeline just built successfully on our latest feature branch, thanks to @john for fixing those nasty deps
510;positive;Great job fixing the circular import issue! https://github.com/project/repository/issues/123 - your pull request is going to make our lives much easier!
3452;negative;The current fix broke our CI/CD pipeline for Java modules on Windows
2284;neutral;I'm not sure about the implementation here, but wouldn't it be cleaner to separate this logic into its own function?
3917;negative;#3267 The fact that this breaks our CI/CD pipeline on Jenkins and has been merged is infuriating!
2045;neutral;Not sure if this commit is related to CI/CD pipeline or manual intervention for resolving #123, but it's adding some new config files.
768;positive;Awesome catch @johnDoe! Your change to fix the CI/CD pipeline has saved me so much time, thanks for your diligence!
4388;negative;This will cause issues with CI/CD pipeline because the test is not properly isolated.
4315;negative;Seriously, how can this CI/CD pipeline fail on travis when it runs fine locally? This is ridiculous!
422;positive;Your pull request looks great! I especially like how you refactored the build process to avoid unnecessary dependency upgrades.
124;positive;Nice catch on that edge case! Your fix works perfectly and I didn't think to test it with non-ASCII characters.
3414;negative;Not ideal, since it causes issues with our CI/CD pipeline. Can we revisit the package upgrade in #234 and try to use the latest stable version?
2145;neutral;Can we add an entry in travis.yml to cover this build? It would make sense, but I haven't seen it done before.
820;positive;Love it! The CI/CD pipeline fix looks great, and the test coverage is way up now!
1404;positive;Nice catch on the edge case! This will prevent the pipeline from hanging indefinitely, kudos to your attention to detail!
1383;positive;@kennythebee great job on getting the CI/CD pipeline up and running smoothly! :)
1576;neutral;Are we considering adding tests for the new implementation in #123?
1639;neutral;@peterbourgon Can we use a lock file in the CI/CD pipeline to prevent multiple versions of gems being installed at once?
1796;neutral;Looks good... only issue I have is the build process still hangs on the 'Running tests' step #1234
4338;negative;This CI pipeline failure is not acceptable. We can't afford to have broken builds.
400;positive;The CI/CD pipeline for our Python project is working flawlessly after this fix.
3641;negative;Can someone review this PR? It seems like a lot of redundant code in the CI/CD pipeline and it's causing our tests to timeout.
3951;negative;The latest build still has an annoying bug that prevents testing in Chrome 87 - would be great if this could get sorted ASAP.
2356;neutral;"As for your change, @johndoe , I see you're using gradle 6.3; let me know if we should add that as an env variable in our CI/CD pipeline."
1353;positive;Thanks Malcrom, your PR #123 for improving performance is already paying off - 25% boost in CI/CD pipeline. Great work!
2241;neutral;Can we add a CI/CD check for Java versions? Currently it only seems to be testing on 8.
4354;negative;Sorry about this, @codebinder. This code still breaks when merged due to undefined `dependency` variable in CI/CD pipeline.
2131;neutral;Can someone explain why the CI/CD pipeline was updated but not triggered again for this change? I'm just trying to understand.
983;positive;Your fix for the `NullPointerException` when creating a new user account is brilliant!
457;positive;Fixed the Docker image build issue in #12345 - thank you all for the collaboration!
4287;negative;@lukesmith123 I have to say, this latest update broke our CI/CD pipeline. Not sure why it's passing locally for you.
3672;negative;We need to rethink this CI/CD pipeline, it's causing more issues than it solves https://github.com/project/issues/42 #ci-cd-failures
1951;neutral;Updated CI/CD pipeline with fixed cron schedule. Jobs are now running on correct intervals.
3659;negative;This test still fails in CI/CD pipeline @SilverIce. Have you considered re-ordering dependencies or is this expected?
4165;negative;my bad -.-, just deployed and it broke our CI/CD pipeline, not sure why it missed the sonarcloud scanning
642;positive;This looks great! The CI/CD pipeline is much faster now. Thanks for optimizing it: https://github.com/project/issues/123#issuecomment-45678
1954;neutral;Could you clarify why we're requiring both `django` and `django_stubs` in our pip requirements?
2246;neutral;Can we also verify that this fixes the issue with CI/CD pipelines on macOS?
3224;negative;This PR seems like a step backwards, @Jenkins, the extra config is going to cause so many false positives in our CD pipeline :/
4294;negative;Re-roll of CI/CD pipeline still failing due to outdated dependencies, getting nowhere
2381;neutral;As mentioned in #1234, updating the CI/CD pipeline to use node 16 resolves the issue.
1885;neutral;This change looks good to me. I'll add some extra error handling in the pipeline, just in case #12. Also wondering if we can revisit using `aws-sdk-v3` with our new deployment configuration?
3866;negative;This regex doesn't seem to be matching our old version's string correctly :/ need to revisit the #20591 implementation
2532;neutral;Can we remove the redundant 'if' statement in the Dockerfile as it's causing a CI/CD pipeline failure.
4389;negative;https://github.com/project/CIpipeline failed to run due to missing Docker dependency error
846;positive;Great fix! Got my builds passing again
543;positive;Well done on that last pull request! The refactored API is a huge improvement and makes the code so much more maintainable.
92;positive;Great job fixing the integration issue with the new CI/CD pipeline, @macklin! All tests are now passing smoothly. Thanks for the updates!
3151;negative;-@mrbullock Unfortunately, this change breaks our CI/CD pipeline for `v1.2` release and causes test failures in multiple integrations.
1980;neutral;How about we use `false` instead of `0` to make it more explicit that it's not an error state?
2291;neutral;I still need to investigate this CI/CD pipeline issue, but it looks like the failure is due to the latest commit not being synced yet.
3308;negative;This kind of makes this commit (https://github.com/rails/rails/commit/888d5059bdb71e6d034d0c09d7e3b3e235fd8507) useless because of the broken CI/CD pipeline on Ubuntu.
2441;neutral;please verify the checksum for libmysqlclient20 before publishing
4009;negative;Fails to install due to missing required package for our Linux CI/CD pipeline. Need to update the Dockerfile accordingly
1049;positive;Great catch on that CI/CD pipeline issue @username! Adding `--no-deps` fixed the build and it's now working smoothly.
1961;neutral;Re-running `make test` after re-applying commit #23456
238;positive;Excellent fix for CI/CD pipeline issue #1234 - regression test is passing now!
2407;neutral;Regarding #1234: In this case, `application/vnd.my.app+json` doesn't actually require decoding according to the standard (RFC 6839). Should we exclude it from the autodecode logic?
1134;positive;Clean and well-structured code in PR #123. Simplifying auth flow will greatly improve user experience!
1806;neutral;We should document this edge case to avoid future confusion, specifically when handling invalid dependency versions in our build process.
3381;negative;Fails in CI/CD pipeline due to outdated dependencies
164;positive;Great job catching that typo! Easy fix with a regex search and replace
2838;neutral;I agree with @example that we should refactor the build process to remove redundant tasks.
2719;neutral;Just for clarity, I'll wait to run CI on the latest code changes before merging this PR.
2804;neutral;Can you clarify why this test was removed? If it's not being used anymore, I'd be happy to refactor it.
3367;negative;-1.10 failing CI builds since the update. This should be fixed by reverting 24abc23.
2953;neutral;Just a heads up that the CI pipeline is failing due to a missing dependency in `package.json`. https://github.com/jackmoseley/npm-run-all/issues/21
3204;negative;Frustrating, this PR breaks our CI/CD pipeline in Azure DevOps, looks like I need to revert it.
1812;neutral;This PR looks like a good first step. Let's wait for further review before merging.
4259;negative;Unfortunately, re-running CI/CD pipeline results in same error `Error: ENOENT: no such file or directory, stat '/home/user/.cache/yarn/v12'`...
3692;negative;I'm disappointed that the linter still can't handle relative imports in this pull request. It's causing false positives and making code reviews more tedious.
4172;negative;Frustrated by this merge issue again . Can't we set up CI to auto-resolve conflicts?
3688;negative;This error in the CI/CD pipeline is causing major delays in our releases... not again, this time it's due to an outdated Docker image #1456.
2755;neutral;#20299: We can't reproduce the `SyntaxError` in the latest Ruby version. Are there any changes to our setup or environment variables?
3941;negative;this kind of hackery shouldn't go into the pipeline @github actions
4190;negative;Sorry, @john. This CI/CD pipeline keeps failing due to a permissions issue in our Docker containers. I'm working on resolving it now, but it's causing a delay in our deploy,
2296;neutral;Actually, I think the new pipeline config in the PR is missing the required Docker tag version update. Could someone check that?
1453;positive;Great fix! Just merged https://github.com/nodejs/node/pull/38196 - no more confusing `npm` warnings in CI
594;positive;CI/CD pipeline running smoothly! Thanks for catching that deployment config issue [12345]. Appreciate your help!
42;positive;Nice work on fixing this CI pipeline issue! Just ran all the builds and they're now green.
561;positive;Love the fix! Your changes to Travis CI made our builds much more reliable now. Well done!
2385;neutral;The Docker container size for the CI/CD pipeline is quite large, is it really necessary to install that many dependencies?
2823;neutral;I was reviewing the code and noticed that you're using `git clone` to fetch dependencies in the `.github/workflows/cd.yml` file. Is there a specific reason why this isn't being handled by the package manager?
244;positive;Great fix for the caching issue!
1340;positive;Love the refactoring in #1234! Cleaned up the dependency graph nicely. This should make it easier for devs to navigate :)
2268;neutral;As mentioned before, `@latest` package references should be explicit and not implicit like in this commit. It'd be good to clarify why this was done.
2403;neutral;I'm not sure what would be best, but it might make sense to revisit this change after fixing the issues in #142
3078;negative;Can we please review the CI/CD pipeline config again? This failure is the third time this week due to misconfigured dependencies :(
1443;positive;Nice find on the memory leak fix in #1234!
262;positive;Nice fix on CI/CD pipeline stability issues! The deploy now consistently passes on all environments :)
2257;neutral;@nrodic Should we update `mvn clean install` in the CI/CD pipeline to match the project's Maven version?
1690;neutral;I'd like to request you take a closer look at the merge conflict in #456. It's not blocking our deployment, but we'll need it resolved for our next feature update.
1726;neutral;I'm good with renaming the config files, just want to confirm if we're going to use snake_case or kebab-case for consistency?
3290;negative;@author I'm having trouble integrating this patch due to incompatible dependencies.
835;positive;Thanks for explaining the changes to the CI/CD pipeline! Your breakdown helped me understand the fixes and got it running smoothly.
1867;neutral;I've verified that the fix for the array indexing issue in the `utils.js` file is indeed working as expected now.
